,Conference,Publication Date,Publication Count
4256,DocEng 2019 - 19th ACM Symposium on Document Engineering,2019,1
4257,DocEng 2023 - 23rd ACM Symposium on Document Engineering,2023,1
4258,Doctoral symposium @ Middleware 2018 - ACM/IFIP International Middleware Conference,2018,1
4259,Documents anciens et reconnaissance automatique des écritures manuscrites,2022,1
4260,Drôles d'objets 2021 - Un nouvel art de faire,2021,1
4261,Drôles d'objets : un nouvel art de faire,2021,1
4262,Drôles d'objets: un nouvel art de faire,2021,1
4263,Dynamics Days Europe,2020,1
4264,"Dynamics, Control, and Geometry",2018,1
4265,Déchiffrement(s) : des hiéroglyphes à l’ADN - colloque de rentrée du Collège de France,2022,1
4266,"Défi Instrumentation aux Limites, Colloque de restitution",2019,1
4267,E-FA 2020 - Forum Acusticum 2020,2020,1
4268,E-Vote-Id 2020 - The International Conference for Electronic Voting,2020,1
4269,E2DC 2018 - 7th International Workshop on Energy-Efficient Data Centres,2018,1
4270,"EAAMO 2022- Equity and Access in Algorithms, Mechanisms, and Optimization",2022,1
4271,EAAP 2023 - 74th annual meeting of the European Federation of Animal Science,2023,1
4272,EACL 2021 - 16th conference of the European Chapter of the Association for Computational Linguistics: System Demonstrations,2021,1
4273,EACL 2021 - The 16th Conference of the European Chapter of the Association for Computational Linguistics,2021,1
4274,EACL 2023 - 17th Conference of the European Chapter of the Association for Computational Linguistics,2023,1
4275,EACL 2023 - The 17th Conference of the European Chapter of the Association for Computational Linguistics,2023,1
4276,EADH 2021 - Second International Conference of the European Association for Digital Humanities,2021,1
4277,EAI - Valuetools,2021,1
4278,EAI ICDF2C 2021: 12th EAI International Conference on Digital Forensics & Cyber Crime,2021,1
4279,EAI International Conference on Mobile and Ubiquitous Systems: Networking and Services (MobiQuitous '18),2018,1
4280,EAI VALUETOOLS 2022 - 15th EAI International Conference on Performance Evaluation Methodologies and Tools,2022,1
4281,EAMT 2023  - 24th Annual Conference of the European Association for Machine Translation,2023,1
4282,EAMT 2023 -  24th Annual Conference of the European Association for Machine Translation,2023,1
4283,EANM 2022 - 35th Annual Congres - Annual Congress of the European Association of Nuclear Medicine,2022,1
4284,EANM Annual Meeting - Annual Meeting of the European Association of Nuclear Medicine,2020,1
4285,EARTHVISION 2021 Workshops - Large Scale Computer Vision for Remote Sensing Imagery: in conjunction with the Conference on Computer Vision and Pattern Recognition (CVPR 2021),2021,1
4286,"EBCCSP 2020 - 6th International Conference on Event-Based Control, Communication, and Signal Processing",2020,1
4287,EBMC 2021 - 43rd Annual International Conference of the IEEE Engineering in Medicine and Biology Society,2021,1
4288,EC 2020 - 21st ACM Conference on Economics and Computation,2020,1
4289,EC 2020 - Twenty-First ACM Conference on Economics and Computation,2020,1
4290,EC 2022 - 23th ACM Conference on Economics and Computation,2022,1
4291,EC 2022 - The Twenty-Third ACM Conference on Economics and Computation,2022,1
4292,EC 2023 - The 24th ACM Conference on Economics and Computation,2023,1
4293,EC-TEL 2022 - 17th European Conference on Technology Enhanced Learning,2022,1
4294,ECA 2022  - European conference on argumentation,2022,1
4295,ECAI 2023 - 26th European Conference on Artificial Intelligence,2023,1
4296,ECC 2018 - 16th annual European Control Conference,2018,1
4297,ECC 2019 - 17th European Control Conference,2019,1
4298,ECC 2019 - European control conference,2019,1
4299,ECC 2021 - 19th European Control Conference,2021,1
4300,ECC 2022 - 20th European Control Conference,2022,1
4301,ECC 2023 - 21st European Control Conference,2023,1
4302,ECC 23 - European Control Conference,2023,1
4303,ECC'19 - European Control Conference,2019,1
4304,ECC19 - European Control Conference,2019,1
4305,ECC2018 - European Control Conference,2018,1
4306,ECCB - 2018 - 17th European Conference on Computational Biology,2018,1
4307,ECCB 2020 Sitges Barcelona,2020,1
4308,"ECCM - 6th European Conference on Computational Mechanics (Solids, Structures & Coupled Problems)",2018,1
4309,ECCM - ECFD 2018 -  6th European Conference on Computational Mechanics - 7th European Conference on Computational Fluid Dynamics,2018,1
4310,ECCM-ECFD 2018 -  6th European Conference on Computational Mechanics; 7th European Conference on Computational Fluid Dynamics,2018,1
4311,ECCM-ECFD 2018 - 6th European Conference on Computational Mechanics - 7th European Conference on Computational Fluid Dynamics,2018,1
4312,ECCM-ECFD 2018 - 6th European Conference on Computational Mechanics and 7th European Conference on Computational Fluid Dynamics,2018,1
4313,ECCM-ECFD Conferences 2018 - 6th European Conference on Computational Mechanics - 7th European Conference on Computational Fluid Dynamics,2018,1
4314,ECCOMAS - The 8th European Congress on Computational Methods in Applied Sciences and Engineering,2022,1
4315,ECCOMAS 2018 - ECCM-ECFD 2018 Conferences,2018,1
4316,ECCOMAS 2020 - 14th World Congress on Computational Mechanics,2021,1
4317,ECCOMAS 2022 -,2022,1
4318,ECCOMAS 2022 -  8th European Congress on Computational Methods in Applied Sciences and Engineering,2022,1
4319,ECCOMAS CONGRESS 2022 - The 8th European Congress on Computational Methods in Applied Sciences and Engineering,2022,1
4320,ECCOMAS Congres 2022,2022,1
4321,ECCOMAS Congress 2022,2022,1
4322,ECCOMAS Congress 2022 - The 8th European Congress on Computational Methods in Applied Sciences and Engineering,2022,1
4323,ECCV 2018 - Workshop Geometry Meets Deep Learning,2018,1
4324,ECCV 2018 - Workshop on Vision-based Navigation for Autonomous Driving,2018,1
4325,ECCV 2020 -  European Conference on Computer Vision,2020,1
4326,ECCV 2022 - European Conference on Computer Vision Workshops,2023,1
4327,ECCV 2022 Workshops,2023,1
4328,ECCV Workshop - Visual Inductive Priors for Data-Efficient Deep Learning,2020,1
4329,ECCV Workshop on Anticipating Human Behavior,2018,1
4330,"ECCVW'18, 5th Women in Computer Vision (WiCV) Workshop in conjunction with the European Conference on Computer Vision",2018,1
4331,ECFD 7 - 7th European Conference on Computational Fluid Dynamic,2018,1
4332,ECGBL 2023 - 17th European Conference on Games Based Learning,2023,1
4333,ECIR 2018 - 40th  European Conference in Information Retrieval,2018,1
4334,ECIR 2019 - 41st European Conference on IR Research,2019,1
4335,ECIR 2020 - 42nd European Conference on IR Research on Advances in Information Retrieval,2020,1
4336,ECIR 2022 - 44th European Conference on IR Research,2022,1
4337,ECIR 2022 - 44th European Conference on Information Retrieval Research,2022,1
4338,ECIR 2023 - 45th European Conference on Information Retrieval,2023,1
4339,ECMFA 2018 - 14th European Conference on Modelling Foundations and Applications,2018,1
4340,ECML - PharML - Applications of Machine Learning in Pharma and Healthcare (Workshop at ECML PKDD 2023),2023,1
4341,ECML PKDD 2019 - European Conference on Machine learning and knowledge discovery in databases,2020,1
4342,ECML PKDD 2019 - Joint European Conference on Machine Learning and Knowledge Discovery in Databases,2020,1
4343,ECML PKDD 2019 – European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,2019,1
4344,ECML PKDD 2020 - The European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,2020,1
4345,ECML PKDD 2020 - Workshops of the European Conference on Machine Learning and Knowledge Discovery in Databases,2020,1
4346,ECML PKDD 2021,2021,1
4347,ECML PKDD 2021 - European Conference on Machine Learning and Knowledge Discovery in Databases,2021,1
4348,ECML PKDD 2021 - European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,2021,1
4349,ECML PKDD 2021 - Machine Learning with Symbolic Methods and Knowledge Graphs co-located with European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,2021,1
4350,ECML PKDD 2022 - European Conference on Machine Learning and Knowledge Discovery in Databases.,2022,1
4351,ECML PKDD 2023,2023,1
4352,ECML PKDD 2023 - European Conference on Machine Learning and Knowledge Discovery in Databases,2023,1
4353,ECML PKDD 2023 - European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,2023,1
4354,ECML-PKDD 2019 - European Conference on Machine Learning and Knowledge Discovery in Databases,2020,1
4355,ECML-PKDD 2020 - European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,2020,1
4356,ECML-PKDD 2021,2021,1
4357,"ECML-PKDD 2021 - Proceedings of European Conference on Machine Learning, Part III",2021,1
4358,ECML-PKDD 2023,2023,1
4359,ECML-PKDD 2023 -  European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,2023,1
4360,ECML-PKDD 2023 - European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,2023,1
4361,ECML-PKDD International Workshop on eXplainable Knowledge Discovery in Data Mining (XKDD 2020),2020,1
4362,"ECML-PKDD, Decentralized Machine Learning at the Edge Workshop",2019,1
4363,ECML/PKDD - European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,2023,1
4364,ECML/PKDD - The European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,2019,1
4365,ECML/PKDD 2018 European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,2018,1
4366,ECML/PKDD 2022 - ECML/PKDD Workshop on Advanced Analytics and Learning on Temporal Data,2022,1
4367,ECML/PKDD 2023 - European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,2023,1
4368,ECMOR XVII,2020,1
4369,ECMTB 2018 - European Conference on Mathematical and Theoretical Biology,2018,1
4370,ECMTB 2022 - European Conference on Mathematical and Theoretical Biology,2022,1
4371,ECMTB 2022 - The 12th European Conference on Mathematical and Theoretical Biology,2022,1
4372,ECMWF-ESA 2020 - Workshop on Machine Learning for Earth System Observation and Prediction,2020,1
4373,ECOOP,2022,1
4374,ECOOP 2018 - 2018 European Conference on Object-Oriented Programming,2018,1
4375,ECOOP 2019 - 33rd European Conference of Object-Oriented Programming,2019,1
4376,ECOOP 2019 - 33rd European Conference on Object-Oriented Programming,2019,1
4377,ECOOP 2021 - European Conference on Object-Oriented Programming,2021,1
4378,ECOOP 2022 - 36th European Conference on Object-Oriented Programming,2022,1
4379,ECOOP 2022 - European Conference on Object-Oriented Programming,2022,1
4380,ECRTS 2018 - 30th Euromicro Conference on Real-Time Systems,2018,1
4381,ECRTS 2021 - 33rd Euromicro Conference on Real-Time Systems,2021,1
4382,ECSA 2020 - 14th European Conference on Software Architecture,2020,1
4383,ECSCW'18 The 16th European Conference on Computer-Supported Cooperative Work: The International venue on Practice-centred computing and the Design of cooperation technologies,2018,1
4384,ECSCW'2018 - 16th European Conference on Computer-Supported Cooperative Work: The International venue on Practice-centred computing and the Design of cooperation technologies,2018,1
4385,ECSQARU 2019 - 15th European Conference on Symbolic and Quantitative Approaches to Reasoning with Uncertainty,2019,1
4386,ECSQARU 2023 - 17th European Conference on Symbolic and Quantitative Approaches to Reasoning with Uncertainty. Special session on AI and heterogeneous data,2023,1
4387,ECSS 2023 -  28th Annual Congress of the European College of Sport Science,2023,1
4388,ECSS 2023 - Annual Congress of the European College of Sport Science,2023,1
4389,ECSS 2023 - European Computer Science Summit 2023,2023,1
4390,ECSS 2023 - European Congress of Sport Science,2023,1
4391,ECTRIMS 2023,2023,1
4392,ECTRIMS 2023 - 39th Congress of the European Committee for Treatment and Research in Multiple Sclerosis,2023,1
4393,ECVP 2022 - European Conference on Visual Perception,2022,1
4394,EDBT 2018 - 21st International Conference on Extending Database Technology,2018,1
4395,EDBT 2022 - 25th International Conference on Extending Database Technology,2022,1
4396,EDBT/ICDT 2019 - 22nd International Conference on Extending Database Technology - Joint Conference,2019,1
4397,EDBT/ICDT 2019 Joint Conference,2019,1
4398,EDCC 2020 - 16th European Dependable Computing Conference,2020,1
4399,EDHPC 2023 - European Data Handling & Data Processing Conference,2023,1
4400,EDM 2021 - Conference on Educational Data Mining,2021,1
4401,EDM 2023 - 16th International Conference on Educational Data Mining,2023,1
4402,EDiS 2022 - 3rd International Conference on Embedded & Distributed Systems,2022,1
4403,EDiS: Embedded and Distributed Systems,2018,1
4404,EFMI Special Topic Conference,2020,1
4405,EG 2018 - Education Papers,2018,1
4406,EG 2018 - Eurographics,2018,1
4407,EG GCH 2018 - 16th EUROGRAPHICS Workshop on Graphics and Cultural Heritage,2018,1
4408,EGC 2018 - Conférence Extraction et Gestion des Connaissances,2018,1
4409,EGC 2019 - 19ème Conférence francophone sur Extraction et Gestion des connaissances,2019,1
4410,EGC 2019 - 19ème Conférence francophone sur l'Extraction et la Gestion des Connaissances,2019,1
4411,EGC 2020 - 20ème Conférence sur l'Extraction et Gestion des Connaissances,2020,1
4412,EGC 2020 - 20ème édition de la Conférence Extraction et Gestion des Connaissances,2020,1
4413,EGC 2020 - 20ème édition de la conférence Extraction et Gestion des Connaissances,2020,1
4414,EGC 2020 - Extraction et Gestion des Connaissances (Atelier - Fouille de Textes - Text Mine),2020,1
